LinkID,MediaID,OwnerType,OwnerID,IsPrimary,Include1,Include2,Include3,Include4,SortOrder,RectLeft,RectTop,RectRight,RectBottom,Comments,UTCModDate
2430,423,4,3290,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2431,423,4,3291,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2432,421,4,3295,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2433,422,4,3299,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2434,423,4,3301,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2435,423,4,3302,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2436,423,4,3303,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2437,416,4,3304,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2438,415,4,3305,0,0,0,0,0,0,0,0,0,0,,45165.7137132639
2439,424,0,2220,1,0,0,0,0,0,0,0,0,0,,45165.7137132639
2440,415,4,3306,0,0,0,0,0,0,0,0,0,0,,45165.7137147222
2441,416,4,3307,0,0,0,0,0,0,0,0,0,0,,45165.7137147338
2442,425,4,3308,0,0,0,0,0,0,0,0,0,0,,45165.7137147338
2443,422,4,3309,0,0,0,0,0,0,0,0,0,0,,45165.7137147454
2444,425,4,3311,0,0,0,0,0,0,0,0,0,0,,45165.7137147569
2445,422,4,3313,0,0,0,0,0,0,0,0,0,0,,45165.7137147685
2446,416,4,3314,0,0,0,0,0,0,0,0,0,0,,45165.7137147685
2447,415,4,3315,0,0,0,0,0,0,0,0,0,0,,45165.7137147685
2448,415,4,3316,0,0,0,0,0,0,0,0,0,0,,45165.7137147801
2449,416,4,3317,0,0,0,0,0,0,0,0,0,0,,45165.7137147801
2450,422,4,3318,0,0,0,0,0,0,0,0,0,0,,45165.7137147917
2451,425,4,3319,0,0,0,0,0,0,0,0,0,0,,45165.7137147917
2452,416,4,3320,0,0,0,0,0,0,0,0,0,0,,45165.7137159259
2453,416,4,3322,0,0,0,0,0,0,0,0,0,0,,45165.7137159722
2454,416,4,3323,0,0,0,0,0,0,0,0,0,0,,45165.7137159722
2455,426,4,3324,0,0,0,0,0,0,0,0,0,0,,45165.7137190741
2456,427,4,3325,0,0,0,0,0,0,0,0,0,0,,45165.7137190741
2457,228,4,3326,0,0,0,0,0,0,0,0,0,0,,45165.7137190741
2458,229,4,3327,0,0,0,0,0,0,0,0,0,0,,45165.7137190741
2459,234,4,3328,0,0,0,0,0,0,0,0,0,0,,45165.7137191088
2460,230,4,3329,0,0,0,0,0,0,0,0,0,0,,45165.7137191088
2461,231,4,3332,0,0,0,0,0,0,0,0,0,0,,45165.7137191204
2462,236,4,3333,0,0,0,0,0,0,0,0,0,0,,45165.7137191204
2463,237,4,3335,0,0,0,0,0,0,0,0,0,0,,45165.7137191204
2464,426,4,3337,0,0,0,0,0,0,0,0,0,0,,45165.7137191319
2465,427,4,3338,0,0,0,0,0,0,0,0,0,0,,45165.7137191319
2466,228,4,3339,0,0,0,0,0,0,0,0,0,0,,45165.7137191319
2467,229,4,3340,0,0,0,0,0,0,0,0,0,0,,45165.7137191319
2468,234,4,3341,0,0,0,0,0,0,0,0,0,0,,45165.7137191435
2469,230,4,3342,0,0,0,0,0,0,0,0,0,0,,45165.7137191435
2470,237,4,3345,0,0,0,0,0,0,0,0,0,0,,45165.7137191435
2471,237,4,3348,0,0,0,0,0,0,0,0,0,0,,45165.7137191667
2472,236,4,3349,0,0,0,0,0,0,0,0,0,0,,45165.7137191667
2473,234,4,3350,0,0,0,0,0,0,0,0,0,0,,45165.7137191667
2474,231,4,3351,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2475,230,4,3353,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2476,229,4,3355,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2477,228,4,3356,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2478,427,4,3357,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2479,426,4,3358,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2480,428,0,2223,0,0,0,0,0,0,0,0,0,0,,45165.7137191782
2481,426,4,3360,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2482,427,4,3362,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2483,202,4,3363,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2484,429,4,3366,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2485,430,4,3370,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2486,430,4,3371,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2487,426,4,3377,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2488,427,4,3379,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2489,202,4,3380,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2490,202,4,3384,0,0,0,0,0,0,0,0,0,0,,45165.7137234028
2491,202,4,3385,0,0,0,0,0,0,0,0,0,0,,45165.7137235764
2492,427,4,3386,0,0,0,0,0,0,0,0,0,0,,45165.7137235764
2493,426,4,3387,0,0,0,0,0,0,0,0,0,0,,45165.7137235764
2494,428,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236227
2495,431,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236227
2496,432,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236227
2497,433,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236227
2498,434,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236343
2499,435,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236343
2500,436,0,2224,0,0,0,0,0,0,0,0,0,0,,45165.7137236343
2501,426,4,3395,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2502,427,4,3396,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2503,202,4,3397,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2504,437,4,3399,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2505,203,4,3400,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2506,204,4,3401,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2507,429,4,3411,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2508,426,4,3412,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2509,427,4,3413,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2510,202,4,3414,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2511,437,4,3416,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2512,203,4,3417,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2513,204,4,3418,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2514,429,4,3421,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2515,429,4,3424,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2516,203,4,3427,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2517,202,4,3428,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2518,204,4,3429,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2519,437,4,3431,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2520,427,4,3432,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2521,426,4,3433,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2522,428,0,2225,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2523,438,0,2225,0,0,0,0,0,0,0,0,0,0,,45165.7137283102
2524,426,4,3434,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2525,425,4,3435,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2526,426,4,3437,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2527,425,4,3438,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2528,425,4,3439,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2529,426,4,3440,0,0,0,0,0,0,0,0,0,0,,45165.7137301273
2530,427,4,3441,0,0,0,0,0,0,0,0,0,0,,45165.7137313889
2531,427,4,3443,0,0,0,0,0,0,0,0,0,0,,45165.713731412
2532,427,4,3447,0,0,0,0,0,0,0,0,0,0,,45165.7137314236
2533,416,4,3448,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2534,426,4,3449,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2535,439,4,3451,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2536,418,4,3453,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2537,440,4,3454,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2538,416,4,3455,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2539,426,4,3456,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2540,439,4,3457,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2541,418,4,3459,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2542,440,4,3460,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2543,440,4,3461,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2544,418,4,3462,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2545,439,4,3463,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2546,416,4,3466,0,0,0,0,0,0,0,0,0,0,,45165.7137332523
2547,426,4,3467,0,0,0,0,0,0,0,0,0,0,,45165.7137333912
2548,182,4,3474,0,0,0,0,0,0,0,0,0,0,,45165.7137350347
2549,183,4,3476,0,0,0,0,0,0,0,0,0,0,,45165.7137350347
2550,283,4,3477,0,0,0,0,0,0,0,0,0,0,,45165.7137350347
2551,441,4,3482,0,0,0,0,0,0,0,0,0,0,,45165.7137369444
2552,442,4,3483,0,0,0,0,0,0,0,0,0,0,,45165.713736956
2553,443,4,3484,0,0,0,0,0,0,0,0,0,0,,45165.713736956
2554,444,4,3485,0,0,0,0,0,0,0,0,0,0,,45165.7137369676
2555,445,4,3486,0,0,0,0,0,0,0,0,0,0,,45165.7137369792
2556,441,4,3492,0,0,0,0,0,0,0,0,0,0,,45165.7137387731
2557,443,4,3493,0,0,0,0,0,0,0,0,0,0,,45165.7137387731
2558,444,4,3494,0,0,0,0,0,0,0,0,0,0,,45165.7137387731
2559,445,4,3495,0,0,0,0,0,0,0,0,0,0,,45165.7137387731
2560,442,4,3496,0,0,0,0,0,0,0,0,0,0,,45165.7137387731
2561,425,4,3499,0,0,0,0,0,0,0,0,0,0,,45165.7137391088
2562,425,4,3501,0,0,0,0,0,0,0,0,0,0,,45165.7137391088
2563,425,4,3502,0,0,0,0,0,0,0,0,0,0,,45165.7137391088
2564,200,4,3504,0,0,0,0,0,0,0,0,0,0,,45165.713741088
2565,203,4,3505,0,0,0,0,0,0,0,0,0,0,,45165.713741088
2566,446,4,3506,0,0,0,0,0,0,0,0,0,0,,45165.7137410995
2567,447,4,3507,0,0,0,0,0,0,0,0,0,0,,45165.7137410995
2568,448,4,3508,0,0,0,0,0,0,0,0,0,0,,45165.7137410995
2569,449,4,3509,0,0,0,0,0,0,0,0,0,0,,45165.7137410995
2570,450,4,3512,0,0,0,0,0,0,0,0,0,0,,45165.7137411111
2571,451,4,3514,0,0,0,0,0,0,0,0,0,0,,45165.7137411111
2572,204,4,3515,0,0,0,0,0,0,0,0,0,0,,45165.7137411227
2573,452,4,3516,0,0,0,0,0,0,0,0,0,0,,45165.7137411227
2574,452,7,2360,0,0,0,0,0,0,0,0,0,0,,45165.7137411227
2575,203,4,3517,0,0,0,0,0,0,0,0,0,0,,45165.7137411227
2576,200,4,3518,0,0,0,0,0,0,0,0,0,0,,45165.7137411343
2577,203,4,3519,0,0,0,0,0,0,0,0,0,0,,45165.7137411343
2578,204,4,3520,0,0,0,0,0,0,0,0,0,0,,45165.7137411343
2579,452,4,3521,0,0,0,0,0,0,0,0,0,0,,45165.7137411343
2580,452,2,3503,0,0,0,0,0,0,0,0,0,0,,45165.7137411343
2581,203,4,3525,0,0,0,0,0,0,0,0,0,0,,45165.7137411458
2582,203,4,3526,0,0,0,0,0,0,0,0,0,0,,45165.7137411458
2583,450,4,3527,0,0,0,0,0,0,0,0,0,0,,45165.7137411458
2584,452,4,3529,0,0,0,0,0,0,0,0,0,0,,45165.7137411574
2585,452,2,3508,0,0,0,0,0,0,0,0,0,0,,45165.7137411574
2586,449,4,3532,0,0,0,0,0,0,0,0,0,0,,45165.7137411574
2587,448,4,3533,0,0,0,0,0,0,0,0,0,0,,45165.713741169
2588,447,4,3534,0,0,0,0,0,0,0,0,0,0,,45165.713741169
2589,446,4,3535,0,0,0,0,0,0,0,0,0,0,,45165.7137411806
2590,451,4,3536,0,0,0,0,0,0,0,0,0,0,,45165.7137411806
2591,204,4,3537,0,0,0,0,0,0,0,0,0,0,,45165.7137411806
2592,200,4,3538,0,0,0,0,0,0,0,0,0,0,,45165.7137411921
2593,204,4,3539,0,0,0,0,0,0,0,0,0,0,,45165.7137411921
2594,200,4,3540,0,0,0,0,0,0,0,0,0,0,,45165.7137411921
2595,452,0,2234,0,0,0,0,0,0,0,0,0,0,,45165.7137412037
2596,453,0,2234,0,0,0,0,0,0,0,0,0,0,,45165.7137412037
2597,454,0,2234,0,0,0,0,0,0,0,0,0,0,,45165.7137412037
2598,200,4,3542,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2599,203,4,3543,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2600,202,4,3546,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2601,455,4,3547,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2602,456,4,3548,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2603,204,4,3549,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2604,276,4,3550,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2605,200,4,3552,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2606,203,4,3553,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2607,202,4,3556,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2608,455,4,3557,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2609,456,4,3558,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2610,204,4,3559,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2611,276,4,3560,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2612,276,4,3564,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2613,276,4,3565,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2614,204,4,3566,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2615,456,4,3567,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2616,455,4,3569,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2617,202,4,3570,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2618,203,4,3572,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2619,200,4,3573,0,0,0,0,0,0,0,0,0,0,,45165.7137430324
2620,200,4,3574,0,0,0,0,0,0,0,0,0,0,,45165.7137442245
2621,202,4,3575,0,0,0,0,0,0,0,0,0,0,,45165.7137442245
2622,200,4,3577,0,0,0,0,0,0,0,0,0,0,,45165.7137442245
2623,202,4,3578,0,0,0,0,0,0,0,0,0,0,,45165.7137442245
2624,202,4,3580,0,0,0,0,0,0,0,0,0,0,,45165.7137442361
2625,200,4,3581,0,0,0,0,0,0,0,0,0,0,,45165.7137442361
2626,263,4,3582,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2627,410,4,3583,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2628,411,4,3584,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2629,412,4,3585,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2630,413,4,3586,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2631,457,4,3587,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2632,458,4,3590,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2633,263,4,3592,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2634,410,4,3593,0,0,0,0,0,0,0,0,0,0,,45165.7137464815
2635,411,4,3594,0,0,0,0,0,0,0,0,0,0,,45165.7137466551
2636,412,4,3595,0,0,0,0,0,0,0,0,0,0,,45165.7137466551
2637,413,4,3596,0,0,0,0,0,0,0,0,0,0,,45165.7137466667
2638,457,4,3597,0,0,0,0,0,0,0,0,0,0,,45165.7137466667
2639,458,4,3600,0,0,0,0,0,0,0,0,0,0,,45165.7137466667
2640,410,4,3601,0,0,0,0,0,0,0,0,0,0,,45165.7137466667
2641,458,4,3603,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2642,457,4,3607,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2643,413,4,3609,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2644,413,4,3610,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2645,412,4,3611,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2646,411,4,3612,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2647,263,4,3614,0,0,0,0,0,0,0,0,0,0,,45165.7137466898
2648,202,4,3619,0,0,0,0,0,0,0,0,0,0,,45165.7137499537
2649,263,4,3624,0,0,0,0,0,0,0,0,0,0,,45165.7137499653
2650,205,4,3625,0,0,0,0,0,0,0,0,0,0,,45165.7137499653
2651,202,4,3629,0,0,0,0,0,0,0,0,0,0,,45165.7137499653
2652,263,4,3637,0,0,0,0,0,0,0,0,0,0,,45165.7137499884
2653,202,4,3638,0,0,0,0,0,0,0,0,0,0,,45165.7137499884
2654,263,4,3639,0,0,0,0,0,0,0,0,0,0,,45165.7137499884
2655,205,4,3640,0,0,0,0,0,0,0,0,0,0,,45165.7137499884
2656,205,4,3641,0,0,0,0,0,0,0,0,0,0,,45165.7137499884
2657,263,4,3647,0,0,0,0,0,0,0,0,0,0,,45165.713752662
2658,265,4,3648,0,0,0,0,0,0,0,0,0,0,,45165.713752662
2659,285,4,3649,0,0,0,0,0,0,0,0,0,0,,45165.713752662
2660,186,4,3651,0,0,0,0,0,0,0,0,0,0,,45165.713752662
2661,266,4,3653,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2662,206,4,3655,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2663,263,4,3656,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2664,206,4,3657,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2665,266,4,3658,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2666,265,4,3659,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2667,285,4,3660,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2668,285,4,3665,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2669,265,4,3666,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2670,266,4,3667,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2671,206,4,3668,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2672,263,4,3669,0,0,0,0,0,0,0,0,0,0,,45165.7137528472
2673,459,0,2239,1,0,0,0,0,0,0,0,0,0,,45165.7137528472
2674,437,4,3670,0,0,0,0,0,0,0,0,0,0,,45165.7137552778
2675,460,4,3671,0,0,0,0,0,0,0,0,0,0,,45165.7137552778
2676,461,4,3672,0,0,0,0,0,0,0,0,0,0,,45165.7137552778
2677,462,4,3674,0,0,0,0,0,0,0,0,0,0,,45165.7137552778
2678,463,4,3677,0,0,0,0,0,0,0,0,0,0,,45165.7137553009
2679,464,4,3678,0,0,0,0,0,0,0,0,0,0,,45165.7137553009
2680,465,4,3679,0,0,0,0,0,0,0,0,0,0,,45165.7137553009
2681,437,4,3680,0,0,0,0,0,0,0,0,0,0,,45165.7137553125
2682,460,4,3681,0,0,0,0,0,0,0,0,0,0,,45165.7137553125
2683,461,4,3682,0,0,0,0,0,0,0,0,0,0,,45165.7137553125
2684,463,4,3686,0,0,0,0,0,0,0,0,0,0,,45165.7137553241
2685,464,4,3687,0,0,0,0,0,0,0,0,0,0,,45165.7137553241
2686,465,4,3688,0,0,0,0,0,0,0,0,0,0,,45165.7137553241
2687,465,4,3689,0,0,0,0,0,0,0,0,0,0,,45165.7137553241
2688,464,4,3690,0,0,0,0,0,0,0,0,0,0,,45165.7137553357
2689,465,4,3691,0,0,0,0,0,0,0,0,0,0,,45165.7137553357
2690,463,4,3694,0,0,0,0,0,0,0,0,0,0,,45165.7137553357
2691,462,4,3698,0,0,0,0,0,0,0,0,0,0,,45165.7137553472
2692,461,4,3699,0,0,0,0,0,0,0,0,0,0,,45165.7137553472
2693,460,4,3700,0,0,0,0,0,0,0,0,0,0,,45165.7137553472
2694,437,4,3701,0,0,0,0,0,0,0,0,0,0,,45165.7137553588
2695,465,4,3702,0,0,0,0,0,0,0,0,0,0,,45165.7137553588
2696,465,4,3703,0,0,0,0,0,0,0,0,0,0,,45165.7137553588
2697,464,4,3704,0,0,0,0,0,0,0,0,0,0,,45165.7137553588
2698,463,4,3705,0,0,0,0,0,0,0,0,0,0,,45165.7137553704
2699,461,4,3706,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2700,462,4,3707,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2701,463,4,3709,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2702,465,4,3710,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2703,461,4,3711,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2704,465,4,3713,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2705,465,4,3714,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2706,465,4,3715,0,0,0,0,0,0,0,0,0,0,,45165.7137563079
2707,462,4,3717,0,0,0,0,0,0,0,0,0,0,,45165.7137563426
2708,461,4,3718,0,0,0,0,0,0,0,0,0,0,,45165.7137563426
2709,466,4,3725,0,0,0,0,0,0,0,0,0,0,,45165.7137582639
2710,467,4,3728,0,0,0,0,0,0,0,0,0,0,,45165.7137582755
2711,468,4,3729,0,0,0,0,0,0,0,0,0,0,,45165.7137582755
2712,466,4,3732,0,0,0,0,0,0,0,0,0,0,,45165.713758287
2713,466,4,3733,0,0,0,0,0,0,0,0,0,0,,45165.713758287
2714,466,4,3734,0,0,0,0,0,0,0,0,0,0,,45165.713758287
2715,469,4,3737,0,0,0,0,0,0,0,0,0,0,,45165.713759456
2716,470,4,3739,0,0,0,0,0,0,0,0,0,0,,45165.713759456
2717,471,4,3741,0,0,0,0,0,0,0,0,0,0,,45165.713759456
2718,469,4,3742,0,0,0,0,0,0,0,0,0,0,,45165.713759537
2719,471,4,3744,0,0,0,0,0,0,0,0,0,0,,45165.713759537
2720,470,4,3745,0,0,0,0,0,0,0,0,0,0,,45165.7137595486
2721,470,4,3754,0,0,0,0,0,0,0,0,0,0,,45165.7137595486
2722,471,4,3755,0,0,0,0,0,0,0,0,0,0,,45165.7137595486
2723,469,4,3756,0,0,0,0,0,0,0,0,0,0,,45165.7137595486
2724,472,4,3758,0,0,0,0,0,0,0,0,0,0,,45165.7137596065
2725,473,4,3759,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2726,474,4,3760,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2727,195,4,3761,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2728,475,4,3763,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2729,473,4,3764,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2730,474,4,3765,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2731,475,4,3767,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2732,475,4,3768,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2733,474,4,3771,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2734,473,4,3772,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2735,476,0,2244,1,0,0,0,0,0,0,0,0,0,,45165.7137620833
2736,477,0,2244,0,0,0,0,0,0,0,0,0,0,,45165.7137620833
2737,469,4,3773,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2738,478,4,3774,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2739,479,4,3776,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2740,480,4,3777,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2741,481,4,3778,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2742,482,4,3779,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2743,469,4,3780,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2744,478,4,3781,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2745,479,4,3783,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2746,480,4,3784,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2747,481,4,3785,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2748,482,4,3786,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2749,481,4,3787,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2750,481,4,3788,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2751,481,4,3789,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2752,481,4,3790,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2753,480,4,3791,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2754,479,4,3792,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2755,478,4,3793,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2756,469,4,3794,0,0,0,0,0,0,0,0,0,0,,45165.7137637616
2757,483,4,3795,0,0,0,0,0,0,0,0,0,0,,45165.7137665625
2758,484,4,3796,0,0,0,0,0,0,0,0,0,0,,45165.7137665625
2759,485,4,3798,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2760,486,4,3799,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2761,193,4,3801,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2762,487,4,3802,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2763,488,4,3803,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2764,489,4,3804,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2765,486,7,2384,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2766,490,4,3806,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2767,485,4,3807,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2768,483,4,3808,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2769,484,4,3809,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2770,485,4,3811,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2771,486,4,3812,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2772,193,4,3814,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2773,487,4,3815,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2774,486,2,3613,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2775,486,4,3817,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2776,486,2,3614,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2777,487,4,3822,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2778,193,4,3823,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2779,485,4,3824,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2780,485,4,3825,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2781,486,4,3826,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2782,486,2,3619,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2783,485,4,3827,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2784,484,4,3828,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2785,483,4,3829,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
2786,486,0,2246,0,0,0,0,0,0,0,0,0,0,,45165.7137666319
